Series,date,value,period
Imports of Goods and Services,,,1981-01-01
Imports of Goods and Services,,,1982-01-01
Imports of Goods and Services,,,1983-01-01
Imports of Goods and Services,,,1984-01-01
Imports of Goods and Services,,,1985-01-01
Imports of Goods and Services,,,1986-01-01
Imports of Goods and Services,,,1987-01-01
Imports of Goods and Services,,,1988-01-01
Imports of Goods and Services,,,1989-01-01
Imports of Goods and Services,,,1990-01-01
Imports of Goods and Services,,,1991-01-01
Imports of Goods and Services,,,1992-01-01
Imports of Goods and Services,,,1993-01-01
Imports of Goods and Services,,,1994-01-01
Imports of Goods and Services,,,1995-01-01
Imports of Goods and Services,,,1996-01-01
Imports of Goods and Services,,,1997-01-01
Imports of Goods and Services,,,1998-01-01
Imports of Goods and Services,,,1999-01-01
Imports of Goods and Services,,,2000-01-01
Imports of Goods and Services,,,2001-01-01
Imports of Goods and Services,,,2002-01-01
Imports of Goods and Services,,,2003-01-01
Imports of Goods and Services,,,2004-01-01
Imports of Goods and Services,,,2005-01-01
Imports of Goods and Services,,,2006-01-01
Imports of Goods and Services,,,2007-01-01
Imports of Goods and Services,,,2008-01-01
Imports of Goods and Services,,,2009-01-01
Imports of Goods and Services,,,2010-01-01
Imports of Goods and Services,,,2011-01-01
Imports of Goods and Services,,,2012-01-01
Imports of Goods and Services,,,2013-01-01
Imports of Goods and Services,,,2014-01-01
Imports of Goods and Services,,,2015-01-01
Imports of Goods and Services,,,2016-01-01
Imports of Goods and Services,,,2017-01-01
Imports of Goods and Services,,,2018-01-01
Imports of Goods and Services,,,2019-01-01
Imports of Goods and Services,,,2020-01-01
Imports of Goods and Services,,,2021-01-01
Imports of Goods and Services,,,2022-01-01
Imports of Goods and Services,,,2023-01-01
Imports of Goods and Services,,,2024-01-01
Imports of Goods and Services,,,2025-01-01
Imports of Goods and Services,,,2026-01-01
Imports of Goods and Services,,,2027-01-01
Imports of Goods and Services,,,2028-01-01
Imports of Goods and Services,,,2029-01-01
Exports of Goods and Services,,,1980-01-01
Exports of Goods and Services,,,1981-01-01
Exports of Goods and Services,,,1982-01-01
Exports of Goods and Services,,,1983-01-01
Exports of Goods and Services,,,1984-01-01
Exports of Goods and Services,,,1985-01-01
Exports of Goods and Services,,,1986-01-01
Exports of Goods and Services,,,1987-01-01
Exports of Goods and Services,,,1988-01-01
Exports of Goods and Services,,,1989-01-01
Exports of Goods and Services,,,1990-01-01
Exports of Goods and Services,,,1991-01-01
Exports of Goods and Services,,,1992-01-01
Exports of Goods and Services,,,1993-01-01
Exports of Goods and Services,,,1994-01-01
Exports of Goods and Services,,,1995-01-01
Exports of Goods and Services,,,1996-01-01
Exports of Goods and Services,,,1997-01-01
Exports of Goods and Services,,,1998-01-01
Exports of Goods and Services,,,1999-01-01
Exports of Goods and Services,,,2000-01-01
Exports of Goods and Services,,,2001-01-01
Exports of Goods and Services,,,2002-01-01
Exports of Goods and Services,,,2003-01-01
Exports of Goods and Services,,,2004-01-01
Exports of Goods and Services,,,2005-01-01
Exports of Goods and Services,,,2006-01-01
Exports of Goods and Services,,,2007-01-01
Exports of Goods and Services,,,2008-01-01
Exports of Goods and Services,,,2009-01-01
Exports of Goods and Services,,,2010-01-01
Exports of Goods and Services,,,2011-01-01
Exports of Goods and Services,,,2012-01-01
Exports of Goods and Services,,,2013-01-01
Exports of Goods and Services,,,2014-01-01
Exports of Goods and Services,,,2015-01-01
Exports of Goods and Services,,,2016-01-01
Exports of Goods and Services,,,2017-01-01
Exports of Goods and Services,,,2018-01-01
Exports of Goods and Services,,,2019-01-01
Exports of Goods and Services,,,2020-01-01
Exports of Goods and Services,,,2021-01-01
Exports of Goods and Services,,,2022-01-01
Exports of Goods and Services,,,2023-01-01
Exports of Goods and Services,,,2024-01-01
Exports of Goods and Services,,,2025-01-01
Exports of Goods and Services,,,2026-01-01
Exports of Goods and Services,,,2027-01-01
Exports of Goods and Services,,,2028-01-01
Exports of Goods and Services,,,2029-01-01
"External Debt, Total",,,1980-01-01
"External Debt, Total",,,1981-01-01
"External Debt, Total",,,1982-01-01
"External Debt, Total",,,1983-01-01
"External Debt, Total",,,1984-01-01
"External Debt, Total",,,1985-01-01
"External Debt, Total",,,1986-01-01
"External Debt, Total",,,1987-01-01
"External Debt, Total",,,1988-01-01
"External Debt, Total",,,1989-01-01
"External Debt, Total",,,1990-01-01
"External Debt, Total",,,1991-01-01
"External Debt, Total",,,1992-01-01
"External Debt, Total",,,1993-01-01
"External Debt, Total",,,1994-01-01
"External Debt, Total",,,1995-01-01
"External Debt, Total",,,1996-01-01
"External Debt, Total",,,1997-01-01
"External Debt, Total",,,1998-01-01
"External Debt, Total",,,1999-01-01
"External Debt, Total",,,2000-01-01
"External Debt, Total",,,2001-01-01
"External Debt, Total",,,2002-01-01
"External Debt, Total",,,2003-01-01
"External Debt, Total",,,2004-01-01
"External Debt, Total",,,2005-01-01
"External Debt, Total",,,2006-01-01
"External Debt, Total",,,2007-01-01
"External Debt, Total",,,2008-01-01
"External Debt, Total",,,2009-01-01
"External Debt, Total",,,2010-01-01
"External Debt, Total",,,2011-01-01
"External Debt, Total",,,2012-01-01
"External Debt, Total",,,2013-01-01
"External Debt, Total",,,2014-01-01
"External Debt, Total",,,2015-01-01
"External Debt, Total",,,2016-01-01
"External Debt, Total",,,2017-01-01
"External Debt, Total",,,2018-01-01
"External Debt, Total",,,2019-01-01
"External Debt, Total",,,2020-01-01
"External Debt, Total",,,2021-01-01
"External Debt, Total",,,2022-01-01
"External Debt, Total",,,2023-01-01
"External Debt, Total",,,2024-01-01
"External Debt, Total",,,2025-01-01
"External Debt, Total",,,2026-01-01
"External Debt, Total",,,2027-01-01
"External Debt, Total",,,2028-01-01
"External Debt, Total",,,2029-01-01
"Gross Domestic Product, Current Prices",,11233.437,1980-01-01
"Gross Domestic Product, Current Prices",,11527.625,1981-01-01
"Gross Domestic Product, Current Prices",,11311.34,1982-01-01
"Gross Domestic Product, Current Prices",,11612.474,1983-01-01
"Gross Domestic Product, Current Prices",,12026.154,1984-01-01
"Gross Domestic Product, Current Prices",,12554.164,1985-01-01
"Gross Domestic Product, Current Prices",,14792.77,1986-01-01
"Gross Domestic Product, Current Prices",,17029.555,1987-01-01
"Gross Domestic Product, Current Prices",,19146.539,1988-01-01
"Gross Domestic Product, Current Prices",,20145.497,1989-01-01
"Gross Domestic Product, Current Prices",,22631.298,1990-01-01
"Gross Domestic Product, Current Prices",,23656.84,1991-01-01
"Gross Domestic Product, Current Prices",,25342.077,1992-01-01
"Gross Domestic Product, Current Prices",,26066.282,1993-01-01
"Gross Domestic Product, Current Prices",,28022.937,1994-01-01
"Gross Domestic Product, Current Prices",,31239.414,1995-01-01
"Gross Domestic Product, Current Prices",,32108.497,1996-01-01
"Gross Domestic Product, Current Prices",,32025.608,1997-01-01
"Gross Domestic Product, Current Prices",,31876.968,1998-01-01
"Gross Domestic Product, Current Prices",,33004.346,1999-01-01
"Gross Domestic Product, Current Prices",,34097.943,2000-01-01
"Gross Domestic Product, Current Prices",,33852.555,2001-01-01
"Gross Domestic Product, Current Prices",,34963.741,2002-01-01
"Gross Domestic Product, Current Prices",,39255.109,2003-01-01
"Gross Domestic Product, Current Prices",,44184.228,2004-01-01
"Gross Domestic Product, Current Prices",,47856.72,2005-01-01
"Gross Domestic Product, Current Prices",,51832.967,2006-01-01
"Gross Domestic Product, Current Prices",,58504.905,2007-01-01
"Gross Domestic Product, Current Prices",,64213.742,2008-01-01
"Gross Domestic Product, Current Prices",,60811.696,2009-01-01
"Gross Domestic Product, Current Prices",,66527.118,2010-01-01
"Gross Domestic Product, Current Prices",,73854.539,2011-01-01
"Gross Domestic Product, Current Prices",,75305.668,2012-01-01
"Gross Domestic Product, Current Prices",,77503.503,2013-01-01
"Gross Domestic Product, Current Prices",,79596.182,2014-01-01
"Gross Domestic Product, Current Prices",,75128.93,2015-01-01
"Gross Domestic Product, Current Prices",,76395.062,2016-01-01
"Gross Domestic Product, Current Prices",,81255.999,2017-01-01
"Gross Domestic Product, Current Prices",,86246.426,2018-01-01
"Gross Domestic Product, Current Prices",,87494.083,2019-01-01
"Gross Domestic Product, Current Prices",,85257.581,2020-01-01
"Gross Domestic Product, Current Prices",,96989.561,2021-01-01
"Gross Domestic Product, Current Prices",,100662.948,2022-01-01
"Gross Domestic Product, Current Prices",,104791.082,2023-01-01
"Gross Domestic Product, Current Prices",,109529.216,2024-01-01
"Gross Domestic Product, Current Prices",,114828.025,2025-01-01
"Gross Domestic Product, Current Prices",,120583.405,2026-01-01
"Gross Domestic Product, Current Prices",,126507.755,2027-01-01
"Gross Domestic Product, Current Prices",,132732.857,2028-01-01
"Gross Domestic Product, Current Prices",,139048.771,2029-01-01
Crude Oil Prices,,37.919,1980-01-01
Crude Oil Prices,,36.949,1981-01-01
Crude Oil Prices,,32.948,1982-01-01
Crude Oil Prices,,30.113,1983-01-01
Crude Oil Prices,,29.061,1984-01-01
Crude Oil Prices,,27.806,1985-01-01
Crude Oil Prices,,14.438,1986-01-01
Crude Oil Prices,,18.17,1987-01-01
Crude Oil Prices,,14.734,1988-01-01
Crude Oil Prices,,17.847,1989-01-01
Crude Oil Prices,,22.895,1990-01-01
Crude Oil Prices,,19.385,1991-01-01
Crude Oil Prices,,19.039,1992-01-01
Crude Oil Prices,,16.841,1993-01-01
Crude Oil Prices,,15.944,1994-01-01
Crude Oil Prices,,17.247,1995-01-01
Crude Oil Prices,,20.495,1996-01-01
Crude Oil Prices,,19.352,1997-01-01
Crude Oil Prices,,13.236,1998-01-01
Crude Oil Prices,,18.179,1999-01-01
Crude Oil Prices,,28.471,2000-01-01
Crude Oil Prices,,24.49,2001-01-01
Crude Oil Prices,,25.001,2002-01-01
Crude Oil Prices,,28.909,2003-01-01
Crude Oil Prices,,37.807,2004-01-01
Crude Oil Prices,,53.506,2005-01-01
Crude Oil Prices,,64.402,2006-01-01
Crude Oil Prices,,71.189,2007-01-01
Crude Oil Prices,,96.767,2008-01-01
Crude Oil Prices,,61.501,2009-01-01
Crude Oil Prices,,79.144,2010-01-01
Crude Oil Prices,,104.069,2011-01-01
Crude Oil Prices,,105.097,2012-01-01
Crude Oil Prices,,104.172,2013-01-01
Crude Oil Prices,,96.326,2014-01-01
Crude Oil Prices,,50.912,2015-01-01
Crude Oil Prices,,43.264,2016-01-01
Crude Oil Prices,,52.978,2017-01-01
Crude Oil Prices,,68.533,2018-01-01
Crude Oil Prices,,61.432,2019-01-01
Crude Oil Prices,,41.765,2020-01-01
Crude Oil Prices,,69.25,2021-01-01
Crude Oil Prices,,96.362,2022-01-01
Crude Oil Prices,,80.595,2023-01-01
Crude Oil Prices,,78.609,2024-01-01
Crude Oil Prices,,73.68,2025-01-01
Crude Oil Prices,,70.561,2026-01-01
Crude Oil Prices,,68.693,2027-01-01
Crude Oil Prices,,67.776,2028-01-01
Crude Oil Prices,,67.524,2029-01-01
Political Stability Index IRN,,-0.324623703956604,1996-01-01
Political Stability Index IRN,,-0.693391084671021,1998-01-01
Political Stability Index IRN,,-0.727548360824585,2000-01-01
Political Stability Index IRN,,-0.773440599441528,2002-01-01
Political Stability Index IRN,,-0.779733180999756,2003-01-01
Political Stability Index IRN,,-0.761824309825897,2004-01-01
Political Stability Index IRN,,-0.782738864421844,2005-01-01
Political Stability Index IRN,,-1.04084002971649,2006-01-01
Political Stability Index IRN,,-0.931640446186066,2007-01-01
Political Stability Index IRN,,-0.939874708652496,2008-01-01
Political Stability Index IRN,,-1.56424200534821,2009-01-01
Political Stability Index IRN,,-1.63059186935425,2010-01-01
Political Stability Index IRN,,-1.4217677116394,2011-01-01
Political Stability Index IRN,,-1.32392609119415,2012-01-01
Political Stability Index IRN,,-1.24968659877777,2013-01-01
Political Stability Index IRN,,-0.874987661838531,2014-01-01
Political Stability Index IRN,,-0.924846887588501,2015-01-01
Political Stability Index IRN,,-0.81402063369751,2016-01-01
Political Stability Index IRN,,-0.933828711509705,2017-01-01
Political Stability Index IRN,,-1.34214425086975,2018-01-01
Political Stability Index IRN,,-1.71146535873413,2019-01-01
Political Stability Index IRN,,-1.69916200637817,2020-01-01
Political Stability Index IRN,,-1.58438456058502,2021-01-01
Political Stability Index IRN,,-1.58643913269043,2022-01-01
Political Stability Index IRQ,,-1.81737661361694,1996-01-01
Political Stability Index IRQ,,-1.53380000591278,1998-01-01
Political Stability Index IRQ,,-1.73264276981354,2000-01-01
Political Stability Index IRQ,,-1.60128676891327,2002-01-01
Political Stability Index IRQ,,-2.39324522018433,2003-01-01
Political Stability Index IRQ,,-3.18035173416138,2004-01-01
Political Stability Index IRQ,,-2.68864846229553,2005-01-01
Political Stability Index IRQ,,-2.82640218734741,2006-01-01
Political Stability Index IRQ,,-2.77105069160461,2007-01-01
Political Stability Index IRQ,,-2.46689653396606,2008-01-01
Political Stability Index IRQ,,-2.17470788955688,2009-01-01
Political Stability Index IRQ,,-2.23926711082459,2010-01-01
Political Stability Index IRQ,,-1.84698355197906,2011-01-01
Political Stability Index IRQ,,-1.93405020236969,2012-01-01
Political Stability Index IRQ,,-2.01139044761658,2013-01-01
Political Stability Index IRQ,,-2.48033785820007,2014-01-01
Political Stability Index IRQ,,-2.25077962875366,2015-01-01
Political Stability Index IRQ,,-2.30333304405212,2016-01-01
Political Stability Index IRQ,,-2.29594826698303,2017-01-01
Political Stability Index IRQ,,-2.52095818519592,2018-01-01
Political Stability Index IRQ,,-2.6091480255127,2019-01-01
Political Stability Index IRQ,,-2.47469043731689,2020-01-01
Political Stability Index IRQ,,-2.38455939292908,2021-01-01
Political Stability Index IRQ,,-2.47392463684082,2022-01-01
Political Stability Index KWT,,0.170835971832275,1996-01-01
Political Stability Index KWT,,0.455113381147385,1998-01-01
Political Stability Index KWT,,0.752232670783997,2000-01-01
Political Stability Index KWT,,-0.146744310855865,2002-01-01
Political Stability Index KWT,,0.294286906719208,2003-01-01
Political Stability Index KWT,,0.345240026712418,2004-01-01
Political Stability Index KWT,,0.253690272569656,2005-01-01
Political Stability Index KWT,,0.412733107805252,2006-01-01
Political Stability Index KWT,,0.62064391374588,2007-01-01
Political Stability Index KWT,,0.501767992973328,2008-01-01
Political Stability Index KWT,,0.353407442569733,2009-01-01
Political Stability Index KWT,,0.451988816261292,2010-01-01
Political Stability Index KWT,,0.311102718114853,2011-01-01
Political Stability Index KWT,,0.203606218099594,2012-01-01
Political Stability Index KWT,,0.166055589914322,2013-01-01
Political Stability Index KWT,,0.149006545543671,2014-01-01
Political Stability Index KWT,,-0.219549298286438,2015-01-01
Political Stability Index KWT,,-0.0565007105469704,2016-01-01
Political Stability Index KWT,,-0.0512296371161938,2017-01-01
Political Stability Index KWT,,0.0905337333679199,2018-01-01
Political Stability Index KWT,,0.175113588571548,2019-01-01
Political Stability Index KWT,,0.225190043449402,2020-01-01
Political Stability Index KWT,,0.26298251748085,2021-01-01
Political Stability Index KWT,,0.28121742606163,2022-01-01
Political Stability Index QAT,,0.361694604158401,1996-01-01
Political Stability Index QAT,,1.0588550567627,1998-01-01
Political Stability Index QAT,,1.15730142593384,2000-01-01
Political Stability Index QAT,,0.831208944320679,2002-01-01
Political Stability Index QAT,,1.18648135662079,2003-01-01
Political Stability Index QAT,,1.12390494346619,2004-01-01
Political Stability Index QAT,,1.0276792049408,2005-01-01
Political Stability Index QAT,,0.926921546459198,2006-01-01
Political Stability Index QAT,,0.952527701854706,2007-01-01
Political Stability Index QAT,,1.11487662792206,2008-01-01
Political Stability Index QAT,,1.22328507900238,2009-01-01
Political Stability Index QAT,,1.15385591983795,2010-01-01
Political Stability Index QAT,,1.17473101615906,2011-01-01
Political Stability Index QAT,,1.22359883785248,2012-01-01
Political Stability Index QAT,,1.21254646778107,2013-01-01
Political Stability Index QAT,,0.977457761764526,2014-01-01
Political Stability Index QAT,,0.983597457408905,2015-01-01
Political Stability Index QAT,,0.884123742580414,2016-01-01
Political Stability Index QAT,,0.647981882095337,2017-01-01
Political Stability Index QAT,,0.649283885955811,2018-01-01
Political Stability Index QAT,,0.68427562713623,2019-01-01
Political Stability Index QAT,,0.66954380273819,2020-01-01
Political Stability Index QAT,,0.833261430263519,2021-01-01
Political Stability Index QAT,,0.958558142185211,2022-01-01
Political Stability Index SAU,,-0.189457833766937,1996-01-01
Political Stability Index SAU,,0.110229097306728,1998-01-01
Political Stability Index SAU,,0.227821603417397,2000-01-01
Political Stability Index SAU,,0.00242432416416705,2002-01-01
Political Stability Index SAU,,0.141017645597458,2003-01-01
Political Stability Index SAU,,-0.65463250875473,2004-01-01
Political Stability Index SAU,,-0.240614011883736,2005-01-01
Political Stability Index SAU,,-0.522423803806305,2006-01-01
Political Stability Index SAU,,-0.467305243015289,2007-01-01
Political Stability Index SAU,,-0.336524426937103,2008-01-01
Political Stability Index SAU,,-0.49253523349762,2009-01-01
Political Stability Index SAU,,-0.226726979017258,2010-01-01
Political Stability Index SAU,,-0.464799642562866,2011-01-01
Political Stability Index SAU,,-0.480688244104385,2012-01-01
Political Stability Index SAU,,-0.431784123182297,2013-01-01
Political Stability Index SAU,,-0.285844653844833,2014-01-01
Political Stability Index SAU,,-0.634387195110321,2015-01-01
Political Stability Index SAU,,-0.472771108150482,2016-01-01
Political Stability Index SAU,,-0.649576365947723,2017-01-01
Political Stability Index SAU,,-0.660840630531311,2018-01-01
Political Stability Index SAU,,-0.623455822467804,2019-01-01
Political Stability Index SAU,,-0.650508463382721,2020-01-01
Political Stability Index SAU,,-0.591131269931793,2021-01-01
Political Stability Index SAU,,-0.362989008426666,2022-01-01
Political Stability Index ARE,,0.964015007019043,1996-01-01
Political Stability Index ARE,,0.871309280395508,1998-01-01
Political Stability Index ARE,,0.975434422492981,2000-01-01
Political Stability Index ARE,,0.937275111675262,2002-01-01
Political Stability Index ARE,,0.994650185108185,2003-01-01
Political Stability Index ARE,,0.768757998943329,2004-01-01
Political Stability Index ARE,,0.875413298606873,2005-01-01
Political Stability Index ARE,,0.923421084880829,2006-01-01
Political Stability Index ARE,,0.975391387939453,2007-01-01
Political Stability Index ARE,,0.696017920970917,2008-01-01
Political Stability Index ARE,,0.919041454792023,2009-01-01
Political Stability Index ARE,,0.801757872104645,2010-01-01
Political Stability Index ARE,,0.912175714969635,2011-01-01
Political Stability Index ARE,,0.863251447677612,2012-01-01
Political Stability Index ARE,,0.894792199134827,2013-01-01
Political Stability Index ARE,,0.7689089179039,2014-01-01
Political Stability Index ARE,,0.748049259185791,2015-01-01
Political Stability Index ARE,,0.549646139144897,2016-01-01
Political Stability Index ARE,,0.601948618888855,2017-01-01
Political Stability Index ARE,,0.689086735248566,2018-01-01
Political Stability Index ARE,,0.667445123195648,2019-01-01
Political Stability Index ARE,,0.592546582221985,2020-01-01
Political Stability Index ARE,,0.597461223602295,2021-01-01
Political Stability Index ARE,,0.700785338878632,2022-01-01
Political Stability Index USA,,0.935005784034729,1996-01-01
Political Stability Index USA,,0.879612982273102,1998-01-01
Political Stability Index USA,,1.08280909061432,2000-01-01
Political Stability Index USA,,0.285476922988892,2002-01-01
Political Stability Index USA,,0.0804403498768806,2003-01-01
Political Stability Index USA,,-0.233039826154709,2004-01-01
Political Stability Index USA,,-0.0605432577431202,2005-01-01
Political Stability Index USA,,0.49083548784256,2006-01-01
Political Stability Index USA,,0.374478042125702,2007-01-01
Political Stability Index USA,,0.582659542560577,2008-01-01
Political Stability Index USA,,0.447313606739044,2009-01-01
Political Stability Index USA,,0.438403934240341,2010-01-01
Political Stability Index USA,,0.591247260570526,2011-01-01
Political Stability Index USA,,0.632442116737366,2012-01-01
Political Stability Index USA,,0.643072605133057,2013-01-01
Political Stability Index USA,,0.582419633865356,2014-01-01
Political Stability Index USA,,0.662890195846558,2015-01-01
Political Stability Index USA,,0.385635316371918,2016-01-01
Political Stability Index USA,,0.26220178604126,2017-01-01
Political Stability Index USA,,0.386042565107346,2018-01-01
Political Stability Index USA,,0.117876663804054,2019-01-01
Political Stability Index USA,,-0.0269290637224913,2020-01-01
Political Stability Index USA,,-0.0148778762668371,2021-01-01
Political Stability Index USA,,-0.0360050275921822,2022-01-01
Political Stability Index RUS,,-1.17785394191742,1996-01-01
Political Stability Index RUS,,-1.08974099159241,1998-01-01
Political Stability Index RUS,,-1.39924204349518,2000-01-01
Political Stability Index RUS,,-0.724512279033661,2002-01-01
Political Stability Index RUS,,-1.19315183162689,2003-01-01
Political Stability Index RUS,,-1.51459443569183,2004-01-01
Political Stability Index RUS,,-1.2677013874054,2005-01-01
Political Stability Index RUS,,-0.908794343471527,2006-01-01
Political Stability Index RUS,,-0.863382518291473,2007-01-01
Political Stability Index RUS,,-0.749933898448944,2008-01-01
Political Stability Index RUS,,-0.969926595687866,2009-01-01
Political Stability Index RUS,,-0.929458737373352,2010-01-01
Political Stability Index RUS,,-0.998262107372284,2011-01-01
Political Stability Index RUS,,-0.817712664604187,2012-01-01
Political Stability Index RUS,,-0.736093640327454,2013-01-01
Political Stability Index RUS,,-0.943617463111877,2014-01-01
Political Stability Index RUS,,-1.03222346305847,2015-01-01
Political Stability Index RUS,,-0.947688162326813,2016-01-01
Political Stability Index RUS,,-0.642759621143341,2017-01-01
Political Stability Index RUS,,-0.538375675678253,2018-01-01
Political Stability Index RUS,,-0.551099121570587,2019-01-01
Political Stability Index RUS,,-0.667409420013428,2020-01-01
Political Stability Index RUS,,-0.707901835441589,2021-01-01
Political Stability Index RUS,,-0.918995440006256,2022-01-01
Political Stability Index CAN,,1.23405170440674,1996-01-01
Political Stability Index CAN,,0.950881242752075,1998-01-01
Political Stability Index CAN,,1.16752684116364,2000-01-01
Political Stability Index CAN,,1.21803176403046,2002-01-01
Political Stability Index CAN,,1.05307674407959,2003-01-01
Political Stability Index CAN,,0.87644749879837,2004-01-01
Political Stability Index CAN,,0.828725039958954,2005-01-01
Political Stability Index CAN,,1.03495657444,2006-01-01
Political Stability Index CAN,,1.00701069831848,2007-01-01
Political Stability Index CAN,,1.0413726568222,2008-01-01
Political Stability Index CAN,,1.12707591056824,2009-01-01
Political Stability Index CAN,,0.936318218708038,2010-01-01
Political Stability Index CAN,,1.07717573642731,2011-01-01
Political Stability Index CAN,,1.11301624774933,2012-01-01
Political Stability Index CAN,,1.06142175197601,2013-01-01
Political Stability Index CAN,,1.17550384998322,2014-01-01
Political Stability Index CAN,,1.26233685016632,2015-01-01
Political Stability Index CAN,,1.24041163921356,2016-01-01
Political Stability Index CAN,,1.08967959880829,2017-01-01
Political Stability Index CAN,,0.963774383068085,2018-01-01
Political Stability Index CAN,,0.994817912578583,2019-01-01
Political Stability Index CAN,,1.01310467720032,2020-01-01
Political Stability Index CAN,,0.962195992469788,2021-01-01
Political Stability Index CAN,,0.772814035415649,2022-01-01
Political Stability Index CHN,,-0.0978488251566887,1996-01-01
Political Stability Index CHN,,-0.394105225801468,1998-01-01
Political Stability Index CHN,,-0.20991687476635,2000-01-01
Political Stability Index CHN,,-0.327627182006836,2002-01-01
Political Stability Index CHN,,-0.56535792350769,2003-01-01
Political Stability Index CHN,,-0.39068067073822,2004-01-01
Political Stability Index CHN,,-0.501756608486176,2005-01-01
Political Stability Index CHN,,-0.540030121803284,2006-01-01
Political Stability Index CHN,,-0.500553727149963,2007-01-01
Political Stability Index CHN,,-0.49308842420578,2008-01-01
Political Stability Index CHN,,-0.451781332492828,2009-01-01
Political Stability Index CHN,,-0.65706068277359,2010-01-01
Political Stability Index CHN,,-0.602054834365845,2011-01-01
Political Stability Index CHN,,-0.538782060146332,2012-01-01
Political Stability Index CHN,,-0.543789923191071,2013-01-01
Political Stability Index CHN,,-0.522584021091461,2014-01-01
Political Stability Index CHN,,-0.552559673786163,2015-01-01
Political Stability Index CHN,,-0.502221345901489,2016-01-01
Political Stability Index CHN,,-0.232558473944664,2017-01-01
Political Stability Index CHN,,-0.298641502857208,2018-01-01
Political Stability Index CHN,,-0.259810864925385,2019-01-01
Political Stability Index CHN,,-0.473098784685135,2020-01-01
Political Stability Index CHN,,-0.51672887802124,2021-01-01
Political Stability Index CHN,,-0.441073626279831,2022-01-01
Political Stability Index MEX,,-0.925459146499634,1996-01-01
Political Stability Index MEX,,-0.423062264919281,1998-01-01
Political Stability Index MEX,,-0.200209870934486,2000-01-01
Political Stability Index MEX,,-0.0583082623779774,2002-01-01
Political Stability Index MEX,,-0.11687808483839,2003-01-01
Political Stability Index MEX,,-0.214082449674606,2004-01-01
Political Stability Index MEX,,-0.445820868015289,2005-01-01
Political Stability Index MEX,,-0.636888444423676,2006-01-01
Political Stability Index MEX,,-0.729851603507996,2007-01-01
Political Stability Index MEX,,-0.804012358188629,2008-01-01
Political Stability Index MEX,,-0.686627805233002,2009-01-01
Political Stability Index MEX,,-0.726463437080383,2010-01-01
Political Stability Index MEX,,-0.667768597602844,2011-01-01
Political Stability Index MEX,,-0.662454187870026,2012-01-01
Political Stability Index MEX,,-0.714223802089691,2013-01-01
Political Stability Index MEX,,-0.853918790817261,2014-01-01
Political Stability Index MEX,,-0.801780104637146,2015-01-01
Political Stability Index MEX,,-0.633718132972717,2016-01-01
Political Stability Index MEX,,-0.806073427200317,2017-01-01
Political Stability Index MEX,,-0.673981010913849,2018-01-01
Political Stability Index MEX,,-0.843628823757172,2019-01-01
Political Stability Index MEX,,-0.791369318962097,2020-01-01
Political Stability Index MEX,,-0.688360929489136,2021-01-01
Political Stability Index MEX,,-0.691959738731384,2022-01-01
Political Stability Index VEN,,-0.584048211574554,1996-01-01
Political Stability Index VEN,,-0.537716507911682,1998-01-01
Political Stability Index VEN,,-0.758916974067688,2000-01-01
Political Stability Index VEN,,-1.31789720058441,2002-01-01
Political Stability Index VEN,,-1.28644466400146,2003-01-01
Political Stability Index VEN,,-1.3915855884552,2004-01-01
Political Stability Index VEN,,-1.24433243274689,2005-01-01
Political Stability Index VEN,,-1.25286757946014,2006-01-01
Political Stability Index VEN,,-1.2296701669693,2007-01-01
Political Stability Index VEN,,-1.31243884563446,2008-01-01
Political Stability Index VEN,,-1.27778947353363,2009-01-01
Political Stability Index VEN,,-1.25623667240143,2010-01-01
Political Stability Index VEN,,-1.09404599666595,2011-01-01
Political Stability Index VEN,,-1.02713263034821,2012-01-01
Political Stability Index VEN,,-1.07763242721558,2013-01-01
Political Stability Index VEN,,-0.852002203464508,2014-01-01
Political Stability Index VEN,,-0.971670269966125,2015-01-01
Political Stability Index VEN,,-1.0229766368866,2016-01-01
Political Stability Index VEN,,-1.25151371955872,2017-01-01
Political Stability Index VEN,,-1.35144245624542,2018-01-01
Political Stability Index VEN,,-1.53918147087097,2019-01-01
Political Stability Index VEN,,-1.55198740959167,2020-01-01
Political Stability Index VEN,,-1.45388782024384,2021-01-01
Political Stability Index VEN,,-1.25646221637726,2022-01-01
Political Stability Index BRA,,-0.220460131764412,1996-01-01
Political Stability Index BRA,,-0.339505791664124,1998-01-01
Political Stability Index BRA,,0.18410162627697,2000-01-01
Political Stability Index BRA,,0.327800273895264,2002-01-01
Political Stability Index BRA,,0.00421393429860473,2003-01-01
Political Stability Index BRA,,-0.275992810726166,2004-01-01
Political Stability Index BRA,,-0.263379752635956,2005-01-01
Political Stability Index BRA,,-0.294911116361618,2006-01-01
Political Stability Index BRA,,-0.3579480946064,2007-01-01
Political Stability Index BRA,,-0.313424706459045,2008-01-01
Political Stability Index BRA,,0.163664221763611,2009-01-01
Political Stability Index BRA,,0.0134759107604623,2010-01-01
Political Stability Index BRA,,-0.132575422525406,2011-01-01
Political Stability Index BRA,,0.0459616407752037,2012-01-01
Political Stability Index BRA,,-0.258553296327591,2013-01-01
Political Stability Index BRA,,-0.070290133357048,2014-01-01
Political Stability Index BRA,,-0.331864446401596,2015-01-01
Political Stability Index BRA,,-0.381035059690475,2016-01-01
Political Stability Index BRA,,-0.480093955993652,2017-01-01
